Id,PreferedAlbum,Vinyl,AvgTime,TicketInfo,Opinion,Concert,Age,VIP,Food,Drinks,FreePass
01/7841,Head Hunters,False,0.47,CB/1260/N,"Everything worked, yet nothing surprised me. (SF14). Loved the Head Hunters vibes.",SF14-7pm,43.0,False,31.0,5250.0,False
01/8141,Head Hunters,True,2.929,CB/1310/XL,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,38.0,False,0.0,0.0,True
01/1049,Bright Size Life,True,2.447,LB/217/N,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (FL16).",FL16-7pm,36.0,False,0.0,0.0,True
01/4236,Bright Size Life,False,2.26,PB/146/N,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,26.0,True,1180.0,2.0,True
01/3081,Kind of Blue,False,2.282,LT/118/XL,Perfect setlist and epic encore—worth every cent. (FL16).,FL16-7pm,50.0,False,1547.0,1785.0,True
08/0339,Head Hunters,False,0.961,LB/75/N,Stage banter dragged; music never fully landed. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,36.0,False,69.0,796.0,False
02/0657,Head Hunters,False,0.461,CB/97/XL,Best show all year; every note landed perfectly. (NYC12).,NYC12-5pm,38.0,False,744.0,140.0,False
03/1324,Head Hunters,True,3.594,CB/199/XL,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (NYC12).",NYC12-5pm,43.0,False,0.0,0.0,True
01/3428,Kind of Blue,True,2.769,LT/113/N,Poor lighting and thin sound dulled the show. (FL16).,FL16-7pm,53.0,False,0.0,0.0,True
01/0519,Head Hunters,True,3.387,CB/77/XL,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,,False,0.0,0.0,True
01/2293,Bright Size Life,True,3.077,LB/446/XL,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,51.0,False,0.0,0.0,True
01/2008,Head Hunters,False,0.136,LB/397/N,Setlist dragged; the bassline wandered aimlessly. (nan).,,15.0,False,262.0,542.0,False
02/3287,Head Hunters,False,2.789,,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,22.0,False,770.0,0.0,True
02/5353,Kind of Blue,False,2.248,A/205/XL,"Competent playing, but no spark on stage. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,39.0,False,9552.0,118.0,True
03/5782,Head Hunters,False,2.667,LB/1103/XL,"Solid gig—nothing magical, nothing awful. (NYC12).",NYC12-5pm,19.0,False,725.0,20.0,True
01/7445,Head Hunters,True,0.912,CB/1208/XL,Excellent setlist; the encore was worth waiting for. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,20.0,False,0.0,0.0,False
01/3518,Head Hunters,True,3.68,CB/566/XL,"Set was fine; crowd cheered, I nodded along. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,26.0,,0.0,0.0,True
01/7721,Bright Size Life,False,3.623,PB/242/N,Venue transformed into magic; I’m still buzzing. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,27.0,False,2704.0,5.0,True
02/3959,Head Hunters,False,0.495,LB/817/N,,NYC12-5pm,28.0,False,653.0,20.0,False
01/7037,Bright Size Life,False,0.344,PB/216/XL,"They tried, yet the tempo kept slipping. (NYC12).",NYC12-5pm,26.0,False,782.0,2504.0,False
03/7188,Kind of Blue,True,2.057,LT/233/N,"Competent playing, but no spark on stage. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,27.0,True,0.0,0.0,True
01/8564,Head Hunters,False,0.097,LB/1760/N,,SF14-7pm,18.0,False,333.0,987.0,False
02/1393,Bright Size Life,False,0.458,LB/270/XL,Venue transformed into magic; I’m still buzzing. (NYC12).,NYC12-5pm,19.0,False,2282.0,317.0,False
01/3474,Kind of Blue,True,2.281,A/110/N,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (NYC12).",NYC12-5pm,31.0,False,0.0,0.0,True
01/1148,Kind of Blue,True,3.512,LT/42/N,Feedback screamed louder than the guitars. Disaster. (FL16).,FL16-7pm,22.0,False,0.0,0.0,True
08/5133,Head Hunters,False,0.77,LB/1046/N,Okay sound and okay singing—exactly what I expected. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,35.0,False,167.0,701.0,False
03/4935,Head Hunters,False,0.717,CB/796/N,Best show all year; every note landed perfectly. (SF14). Loved the Head Hunters vibes.,SF14-7pm,20.0,False,541.0,0.0,False
02/2430,Head Hunters,,0.497,CB/394/XL,"Pretty standard concert; left satisfied, not thrilled. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,7.0,False,0.0,0.0,False
02/6096,Bright Size Life,False,2.671,LB/1162/XL,,NYC12-5pm,13.0,False,2456.0,0.0,True
01/4123,,False,0.72,B/256/N,"Pretty standard concert; left satisfied, not thrilled. (NYC12).",NYC12-5pm,21.0,False,1219.0,389.0,False
02/6936,Bright Size Life,False,0.351,B/444/N,Poor lighting and thin sound dulled the show. (NYC12).,NYC12-5pm,30.0,False,1265.0,838.0,False
01/4920,Head Hunters,True,3.287,CB/802/XL,Awful acoustics; even the claps sounded wrong. (FL16). Loved the Head Hunters vibes.,FL16-7pm,24.0,False,0.0,0.0,True
02/3337,Kind of Blue,False,0.735,A/125/XL,"Nice venue, middling performance; I'd go again maybe. (NYC12).",NYC12-5pm,30.0,False,270.0,7882.0,False
01/7675,Bright Size Life,False,0.086,LB/1595/N,"Too loud, too messy; still had a few moments. (NYC12).",NYC12-5pm,37.0,,1693.0,0.0,False
01/7268,Head Hunters,False,0.199,B/468/N,Venue acoustics shined; every chorus hit perfectly. (NYC12).,NYC12-5pm,30.0,False,0.0,791.0,False
01/1382,Head Hunters,False,0.878,B/104/XL,,,35.0,False,1554.0,55.0,False
01/7789,Head Hunters,False,0.294,LB/1489/XL,"Pretty standard concert; left satisfied, not thrilled. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,32.0,False,368.0,1045.0,False
02/6654,Head Hunters,True,3.125,CB/1086/XL,The band was unstoppable; unforgettable performance from start to finish. (FL16).,FL16-7pm,12.0,False,0.0,0.0,True
01/6195,Head Hunters,False,0.206,LB/1186/XL,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,29.0,False,871.0,0.0,False
03/5860,Bright Size Life,False,3.304,LB/1118/XL,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,0.0,False,0.0,0.0,True
02/5647,Kind of Blue,False,2.107,LT/178/N,,FL16-7pm,52.0,False,1456.0,1320.0,True
01/1885,Head Hunters,False,0.089,CB/294/XL,Setlist dragged; the bassline wandered aimlessly. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,47.0,False,376.0,10.0,False
01/2886,Bright Size Life,False,0.393,LB/596/N,"Set was fine; crowd cheered, I nodded along. (NYC12).",NYC12-5pm,32.0,False,2454.0,9.0,False
02/1916,Kind of Blue,False,0.067,PB/61/N,,FL16-7pm,22.0,False,1823.0,1526.0,False
01/2030,Head Hunters,False,0.497,LB/401/N,,NYC12-5pm,22.0,False,1503.0,10.0,False
01/5550,Head Hunters,False,3.862,CB/895/XL,Punchy mix and smooth transitions kept it exciting. (NYC12).,NYC12-5pm,33.0,False,881.0,0.0,True
01/8794,Head Hunters,False,2.042,B/563/N,Big atmosphere; the room felt alive. (NYC12).,NYC12-5pm,22.0,False,637.0,50.0,True
01/5395,Bright Size Life,False,2.016,PB/173/N,Warm lighting and crisp sound made it memorable. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,28.0,False,2578.0,0.0,True
01/6800,Head Hunters,True,2.452,CB/1105/N,Venue transformed into magic; I’m still buzzing. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,15.0,False,0.0,0.0,True
01/9218,Kind of Blue,True,3.987,A/353/XL,"A masterclass live: tight, loud, and beautifully controlled. (FL16). Loved the Kind of Blue vibes.",FL16-7pm,43.0,False,0.0,0.0,True
01/8658,Bright Size Life,False,2.145,B/568/XL,Best show all year; every note landed perfectly. (NYC12).,NYC12-5pm,49.0,False,1365.0,226.0,True
01/2544,Kind of Blue,False,3.749,A/97/XL,Transcendent performance; the crowd moved like one. (FL16).,FL16-7pm,6.0,False,0.0,0.0,True
01/7562,Head Hunters,False,0.919,LB/1446/XL,They owned the stage; crowd sang every word. (NYC12).,NYC12-5pm,18.0,False,0.0,649.0,False
02/3927,Kind of Blue,False,2.318,LT/142/XL,"Nice venue, middling performance; I'd go again maybe. (FL16).",FL16-7pm,42.0,False,1249.0,2461.0,True
01/7507,Head Hunters,False,0.787,B/499/XL,"Competent playing, but no spark on stage. (NYC12).",NYC12-5pm,19.0,False,789.0,0.0,False
02/1365,Kind of Blue,True,2.218,A/58/XL,Punchy mix and smooth transitions kept it exciting. (NYC12).,NYC12-5pm,20.0,False,0.0,0.0,True
01/6877,Head Hunters,False,0.041,LB/1429/N,,FL16-7pm,22.0,False,175.0,463.0,False
02/4726,Kind of Blue,False,3.558,LT/187/XL,"Solid gig—nothing magical, nothing awful. (FL16).",FL16-7pm,26.0,False,3452.0,1964.0,True
01/2295,Head Hunters,False,0.3,LB/466/N,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,75.0,False,1224.0,1769.0,False
01/7168,Head Hunters,False,3.693,CB/1168/XL,Confident performance; solos were sharp and tasteful. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,,False,804.0,84.0,True
01/2484,Bright Size Life,True,3.584,LB/478/XL,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,71.0,False,0.0,0.0,True
01/8601,Head Hunters,,0.188,CB/1395/N,Great energy and clean sound; the band really connected. (NYC12).,NYC12-5pm,53.0,,60.0,748.0,False
02/5094,Head Hunters,False,0.067,LB/1037/N,Punchy mix and smooth transitions kept it exciting. (FL16).,FL16-7pm,20.0,False,99.0,548.0,False
01/6438,Kind of Blue,False,0.109,LT/199/N,"Set was fine; crowd cheered, I nodded along. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,60.0,False,60.0,3998.0,False
01/7302,Bright Size Life,False,0.908,B/486/XL,"Nice venue, middling performance; I'd go again maybe. (NYC12).",NYC12-5pm,33.0,False,1013.0,0.0,False
01/2495,Head Hunters,False,0.31,CB/402/XL,Venue acoustics shined; every chorus hit perfectly. (FL16).,FL16-7pm,66.0,False,595.0,33.0,False
01/5296,Kind of Blue,False,0.392,LT/207/XL,Band looked bored; the venue lights outperformed them. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,25.0,False,32.0,2787.0,False
01/9145,Head Hunters,True,0.486,CB/1489/N,Setlist dragged; the bassline wandered aimlessly. (NYC12).,NYC12-5pm,34.0,False,0.0,0.0,False
02/7628,Bright Size Life,False,0.745,PB/240/N,Poor lighting and thin sound dulled the show. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,36.0,False,1106.0,659.0,False
04/1024,Head Hunters,False,0.798,CB/152/N,Sound was mud; every note felt like an accident. (FL16).,FL16-7pm,0.0,False,0.0,0.0,False
03/6363,Head Hunters,True,0.964,CB/1026/N,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12).,NYC12-5pm,9.0,False,0.0,0.0,False
02/5206,Head Hunters,False,0.211,LB/1062/N,Ear-splitting mix and sloppy timing ruined the night. (SF14).,SF14-7pm,60.0,False,789.0,286.0,False
01/0160,Head Hunters,False,0.301,CB/22/N,,NYC12-5pm,22.0,False,4119.0,61.0,False
01/6605,Head Hunters,True,2.482,CB/1076/XL,Poor lighting and thin sound dulled the show. (FL16).,FL16-7pm,13.0,False,0.0,0.0,True
04/0467,Bright Size Life,False,3.76,PB/17/N,World-class musicianship; I’d travel to see this again. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,59.0,False,2789.0,0.0,True
01/7358,Head Hunters,False,0.313,LB/1522/N,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (FL16). Loved the Head Hunters vibes.",FL16-7pm,23.0,False,5.0,695.0,False
03/6905,Head Hunters,False,2.144,LB/1322/XL,,FL16-7pm,16.0,False,796.0,0.0,True
01/5598,Head Hunters,False,2.684,CB/903/XL,Band looked bored; the venue lights outperformed them. (nan). Loved the Head Hunters vibes.,,19.0,False,500.0,210.0,True
01/2868,Head Hunters,True,2.926,CB/453/XL,Ear-splitting mix and sloppy timing ruined the night. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,7.0,False,0.0,0.0,True
01/4710,Bright Size Life,False,2.135,LB/958/N,Confident performance; solos were sharp and tasteful. (NYC12).,NYC12-5pm,22.0,False,2599.0,0.0,True
01/4647,Head Hunters,True,3.16,CB/761/XL,,NYC12-5pm,34.0,False,0.0,0.0,True
01/0445,Head Hunters,False,0.445,LB/80/XL,Big atmosphere; the room felt alive. (NYC12).,NYC12-5pm,25.0,False,1352.0,823.0,False
01/8776,Head Hunters,False,3.119,B/574/XL,Feedback screamed louder than the guitars. Disaster. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,40.0,False,286.0,576.0,True
06/1072,Head Hunters,False,0.807,CB/160/N,"They played tight, but the vibe stayed flat. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,17.0,False,743.0,0.0,False
01/4683,Bright Size Life,True,3.984,LB/953/N,Security chaos and flat playing made it miserable. (NYC12).,NYC12-5pm,38.0,False,0.0,0.0,True
03/4086,Head Hunters,False,3.243,CB/673/XL,,NYC12-5pm,35.0,False,701.0,8.0,True
01/4417,Bright Size Life,True,2.795,LB/834/XL,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,20.0,False,0.0,0.0,True
01/5433,Kind of Blue,False,3.58,RB/66/XL,,NYC12-5pm,,False,4853.0,200.0,True
01/4051,Head Hunters,True,2.67,CB/667/XL,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12).,NYC12-5pm,19.0,False,0.0,0.0,True
02/0909,Bright Size Life,True,3.066,LB/169/XL,"They tried, yet the tempo kept slipping. (NYC12).",NYC12-5pm,3.0,False,0.0,0.0,True
07/8796,Head Hunters,False,2.111,LB/1704/XL,"Nice venue, middling performance; I'd go again maybe. (NYC12).",NYC12-5pm,34.0,False,762.0,41.0,True
01/4667,Head Hunters,True,2.645,,Best show all year; every note landed perfectly. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,41.0,False,0.0,0.0,True
01/5603,,False,0.239,B/365/XL,,NYC12-5pm,34.0,False,1426.0,11047.0,False
03/0008,Kind of Blue,False,3.056,A/1/N,"Everything worked, yet nothing surprised me. (FL16). Loved the Kind of Blue vibes.",FL16-7pm,45.0,False,7923.0,234.0,True
01/5083,Head Hunters,True,0.783,CB/820/N,"A masterclass live: tight, loud, and beautifully controlled. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,22.0,False,0.0,0.0,False
02/1243,Kind of Blue,False,0.204,RB/9/N,World-class musicianship; I’d travel to see this again. (NYC12).,NYC12-5pm,32.0,False,8248.0,371.0,False
01/3105,Kind of Blue,True,3.405,LT/105/N,Perfect setlist and epic encore—worth every cent. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,,False,0.0,0.0,True
01/4299,Bright Size Life,False,0.71,LB/802/XL,,NYC12-5pm,22.0,False,983.0,305.0,False
01/3092,Head Hunters,False,0.799,CB/506/N,Okay sound and okay singing—exactly what I expected. (NYC12).,NYC12-5pm,22.0,False,102.0,743.0,False
03/6827,Kind of Blue,True,2.198,RB/84/XL,Great energy and clean sound; the band really connected. (NYC12).,NYC12-5pm,50.0,False,0.0,0.0,True
02/6588,Head Hunters,True,3.594,CB/1073/XL,Band looked bored; the venue lights outperformed them. (NYC12).,NYC12-5pm,20.0,False,0.0,0.0,True
01/1118,Kind of Blue,False,0.854,LT/43/XL,"Pretty standard concert; left satisfied, not thrilled. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,45.0,False,283.0,3613.0,False
01/3236,Head Hunters,True,3.8,CB/524/N,,FL16-7pm,1.0,False,0.0,0.0,True
01/0958,Head Hunters,False,0.51,LB/176/XL,Best show all year; every note landed perfectly. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,21.0,False,60.0,653.0,False
01/7585,Kind of Blue,True,2.562,LT/281/XL,"Nice venue, middling performance; I'd go again maybe. (FL16).",FL16-7pm,31.0,False,0.0,0.0,True
01/7455,Kind of Blue,False,3.531,RB/80/N,Poor lighting and thin sound dulled the show. (FL16).,FL16-7pm,41.0,False,1616.0,1158.0,True
01/5263,Bright Size Life,False,0.329,LB/1072/N,They owned the stage; crowd sang every word. (FL16).,FL16-7pm,28.0,False,1470.0,3.0,False
05/0495,Head Hunters,False,0.772,CB/73/XL,Great energy and clean sound; the band really connected. (NYC12).,NYC12-5pm,34.0,False,1746.0,1298.0,False
01/1523,Kind of Blue,True,2.361,A/64/XL,Setlist dragged; the bassline wandered aimlessly. (FL16).,FL16-7pm,41.0,False,0.0,0.0,True
01/8582,Head Hunters,True,3.047,CB/1380/XL,"Competent playing, but no spark on stage. (NYC12).",NYC12-5pm,19.0,False,0.0,0.0,True
01/3110,Head Hunters,False,3.595,CB/509/N,,NYC12-5pm,24.0,False,520.0,195.0,True
03/0864,Bright Size Life,True,2.773,LB/162/XL,"Pretty standard concert; left satisfied, not thrilled. (NYC12).",NYC12-5pm,9.0,False,0.0,0.0,True
02/6807,Head Hunters,True,2.053,CB/1106/N,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,26.0,False,0.0,0.0,True
01/5958,Head Hunters,False,3.08,LB/1136/XL,Painfully off-key vocals; the crowd deserved refunds. (SF14).,SF14-7pm,24.0,False,470.0,142.0,True
01/7729,Kind of Blue,True,3.689,LT/251/N,Okay sound and okay singing—exactly what I expected. (FL16).,FL16-7pm,20.0,False,0.0,0.0,True
03/4000,Head Hunters,True,2.217,CB/658/XL,Poor lighting and thin sound dulled the show. (NYC12).,NYC12-5pm,0.0,False,0.0,0.0,True
01/2990,Head Hunters,True,2.059,CB/472/XL,Perfect setlist and epic encore—worth every cent. (SF14).,SF14-7pm,24.0,False,0.0,0.0,True
02/2370,Head Hunters,True,3.618,CB/382/N,Venue transformed into magic; I’m still buzzing. (NYC12).,NYC12-5pm,4.0,False,0.0,0.0,True
01/0488,Head Hunters,True,0.321,CB/76/N,Ear-splitting mix and sloppy timing ruined the night. (SF14). Loved the Head Hunters vibes.,SF14-7pm,28.0,False,0.0,0.0,False
01/0700,Head Hunters,False,0.148,LB/148/N,"Everything worked, yet nothing surprised me. (NYC12).",NYC12-5pm,22.0,False,286.0,309.0,False
03/8753,Head Hunters,False,0.835,LB/1805/N,"Not terrible, just forgettable and overhyped. (NYC12).",NYC12-5pm,23.0,False,9.0,1226.0,False
02/1439,Bright Size Life,False,0.411,PB/52/XL,,NYC12-5pm,30.0,False,915.0,47.0,False
01/3992,Head Hunters,False,0.571,LB/756/XL,Painfully off-key vocals; the crowd deserved refunds. (SF14).,SF14-7pm,51.0,False,10.0,1098.0,False
01/8895,Kind of Blue,True,2.534,LT/294/N,,NYC12-5pm,39.0,,0.0,0.0,True
03/1455,Kind of Blue,True,2.729,A/62/XL,,FL16-7pm,22.0,False,0.0,0.0,True
01/0745,Head Hunters,False,0.918,B/45/N,World-class musicianship; I’d travel to see this again. (NYC12).,NYC12-5pm,21.0,False,0.0,788.0,False
02/1063,Kind of Blue,True,2.174,A/38/N,Perfect setlist and epic encore—worth every cent. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,15.0,False,0.0,0.0,True
01/8281,,False,0.136,LB/1704/N,Painfully off-key vocals; the crowd deserved refunds. (NYC12).,NYC12-5pm,45.0,False,234.0,470.0,False
01/3817,Bright Size Life,False,0.557,B/226/N,Confident performance; solos were sharp and tasteful. (NYC12).,NYC12-5pm,20.0,False,1906.0,0.0,False
01/4392,Head Hunters,False,0.559,CB/714/XL,Feedback screamed louder than the guitars. Disaster. (FL16).,FL16-7pm,13.0,False,38.0,733.0,False
01/2388,Head Hunters,False,0.862,CB/384/N,Zero chemistry on stage; I left before the encore. (NYC12).,NYC12-5pm,23.0,False,871.0,917.0,False
03/1767,Kind of Blue,False,2.193,LT/65/XL,,NYC12-5pm,32.0,False,6465.0,99.0,True
01/3422,Kind of Blue,,3.229,B/209/N,Feedback screamed louder than the guitars. Disaster. (FL16).,FL16-7pm,18.0,False,0.0,0.0,True
01/1750,Head Hunters,True,3.104,CB/289/N,Crowd energy saved an otherwise shaky performance. (nan).,,46.0,False,0.0,0.0,True
03/7597,Head Hunters,False,0.341,LB/1577/N,Venue transformed into magic; I’m still buzzing. (NYC12).,NYC12-5pm,15.0,False,230.0,1320.0,False
01/0527,Bright Size Life,False,0.401,LB/93/XL,Crystal-clear sound and wild energy—instant classic night. (FL16).,FL16-7pm,,False,1186.0,4.0,False
02/3475,Kind of Blue,False,0.519,LT/126/XL,,NYC12-5pm,33.0,False,590.0,6572.0,False
01/4096,Bright Size Life,False,2.585,LB/842/N,"They tried, yet the tempo kept slipping. (NYC12). Loved the Bright Size Life vibes.",NYC12-5pm,46.0,False,1077.0,44.0,True
01/5532,Head Hunters,False,2.905,B/359/XL,"They played tight, but the vibe stayed flat. (FL16).",FL16-7pm,34.0,False,718.0,1.0,True
01/5555,,False,2.776,CB/896/XL,Painfully off-key vocals; the crowd deserved refunds. (nan).,,43.0,,214.0,708.0,True
01/8376,Bright Size Life,True,3.39,LB/1607/XL,Stage banter dragged; music never fully landed. (NYC12).,NYC12-5pm,28.0,False,0.0,0.0,True
01/6040,Head Hunters,False,3.724,CB/984/XL,Punchy mix and smooth transitions kept it exciting. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,16.0,False,809.0,0.0,True
01/8352,Head Hunters,False,0.167,LB/1719/N,"Set was fine; crowd cheered, I nodded along. (FL16).",FL16-7pm,20.0,False,787.0,1219.0,False
01/8688,Head Hunters,False,0.471,LB/1681/XL,,NYC12-5pm,,False,0.0,595.0,False
01/0737,Kind of Blue,False,0.436,LT/28/XL,Perfect setlist and epic encore—worth every cent. (FL16).,FL16-7pm,65.0,False,835.0,38.0,False
01/5455,Bright Size Life,False,0.197,B/344/N,Painfully off-key vocals; the crowd deserved refunds. (FL16).,FL16-7pm,13.0,False,10100.0,701.0,False
02/6260,Bright Size Life,False,0.833,PB/194/N,Security chaos and flat playing made it miserable. (NYC12).,NYC12-5pm,16.0,False,3650.0,740.0,False
02/3535,Bright Size Life,True,3.53,LB/668/XL,"Good effort, average sound; a perfectly okay night. (NYC12). Loved the Bright Size Life vibes.",NYC12-5pm,25.0,False,0.0,0.0,True
01/8680,Bright Size Life,False,0.431,LB/1786/N,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,44.0,False,1671.0,0.0,False
01/4085,Head Hunters,False,2.009,CB/669/N,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12).,NYC12-5pm,40.0,False,883.0,0.0,True
01/1693,Head Hunters,False,0.306,LB/322/XL,Band looked bored; the venue lights outperformed them. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,20.0,False,675.0,41.0,False
02/8325,Head Hunters,False,0.13,LB/1599/XL,"Competent playing, but no spark on stage. (NYC12).",NYC12-5pm,33.0,False,441.0,1113.0,False
01/6577,Head Hunters,False,2.199,LB/1258/XL,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (NYC12).",NYC12-5pm,40.0,False,852.0,66.0,True
01/5235,Head Hunters,False,0.09,CB/844/N,"Guitars were sharp, but everything else felt rushed. (NYC12).",NYC12-5pm,29.0,False,635.0,273.0,False
01/4721,Head Hunters,True,2.859,CB/771/XL,Awful acoustics; even the claps sounded wrong. (NYC12).,NYC12-5pm,23.0,False,0.0,0.0,True
01/6823,Head Hunters,True,3.704,CB/1107/XL,Transcendent performance; the crowd moved like one. (SF14). Loved the Head Hunters vibes.,SF14-7pm,18.0,False,0.0,0.0,True
01/1048,Head Hunters,False,2.474,LB/216/N,,NYC12-5pm,20.0,False,1149.0,3.0,True
01/7201,Bright Size Life,False,0.96,LB/1384/XL,Stage banter dragged; music never fully landed. (NYC12).,NYC12-5pm,64.0,False,1532.0,80.0,False
01/6701,Kind of Blue,True,3.758,A/257/XL,Security chaos and flat playing made it miserable. (NYC12).,NYC12-5pm,27.0,False,0.0,0.0,True
01/8222,Bright Size Life,False,0.995,PB/257/N,Zero chemistry on stage; I left before the encore. (NYC12).,NYC12-5pm,43.0,False,1739.0,645.0,False
01/6623,,True,2.22,A/218/N,Crystal-clear sound and wild energy—instant classic night. (FL16). Loved the nan vibes.,FL16-7pm,38.0,False,0.0,0.0,True
01/6434,Head Hunters,True,2.145,CB/1039/N,World-class musicianship; I’d travel to see this again. (SF14). Loved the Head Hunters vibes.,SF14-7pm,55.0,False,0.0,0.0,True
01/4263,Head Hunters,False,0.898,LB/882/N,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,51.0,False,0.0,7.0,False
01/5591,Head Hunters,False,0.459,B/363/XL,"They played tight, but the vibe stayed flat. (FL16).",FL16-7pm,14.0,False,599.0,192.0,False
01/1279,Kind of Blue,True,3.827,LT/50/N,,FL16-7pm,31.0,False,0.0,0.0,True
01/2108,Kind of Blue,False,0.808,LT/73/N,"Set was fine; crowd cheered, I nodded along. (FL16).",FL16-7pm,26.0,False,6121.0,3194.0,False
01/6723,Kind of Blue,False,0.834,LT/212/N,"Set was fine; crowd cheered, I nodded along. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,33.0,False,4283.0,2706.0,False
01/8042,,True,0.3,CB/1299/N,,FL16-7pm,21.0,False,0.0,0.0,False
01/7193,Head Hunters,False,2.324,LB/1381/XL,"A masterclass live: tight, loud, and beautifully controlled. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,35.0,False,246.0,638.0,True
01/2791,Head Hunters,,0.586,CB/451/N,"Guitars were sharp, but everything else felt rushed. (NYC12).",NYC12-5pm,45.0,False,646.0,372.0,False
01/1092,Head Hunters,True,2.928,CB/167/N,The band was unstoppable; unforgettable performance from start to finish. (FL16).,FL16-7pm,26.0,False,0.0,0.0,True
01/8884,Head Hunters,False,2.652,LB/1830/N,Ear-splitting mix and sloppy timing ruined the night. (NYC12).,NYC12-5pm,26.0,False,1478.0,5.0,True
01/1791,Bright Size Life,True,2.295,LB/351/N,World-class musicianship; I’d travel to see this again. (FL16). Loved the Bright Size Life vibes.,FL16-7pm,38.0,False,0.0,0.0,True
01/3291,Head Hunters,True,3.264,CB/523/XL,Awful acoustics; even the claps sounded wrong. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,17.0,False,0.0,0.0,True
01/7656,Head Hunters,True,0.957,CB/1244/XL,,NYC12-5pm,16.0,False,0.0,0.0,False
01/4753,Bright Size Life,False,0.28,LB/895/XL,Crystal-clear sound and wild energy—instant classic night. (NYC12).,NYC12-5pm,36.0,False,1304.0,0.0,False
01/0957,Bright Size Life,True,3.927,LB/201/N,,NYC12-5pm,41.0,False,0.0,0.0,True
01/2104,Head Hunters,False,0.663,LB/414/XL,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,29.0,False,780.0,23.0,False
01/6102,Head Hunters,False,0.663,LB/1165/XL,,SF14-7pm,26.0,False,104.0,496.0,False
02/6894,Bright Size Life,False,3.316,LB/1319/XL,Sound was mud; every note felt like an accident. (NYC12).,NYC12-5pm,0.0,False,0.0,0.0,True
02/6663,Head Hunters,False,0.453,LB/1385/N,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,35.0,False,745.0,59.0,False
02/8119,Head Hunters,,2.707,LB/1555/XL,Crowd energy saved an otherwise shaky performance. (FL16). Loved the Head Hunters vibes.,FL16-7pm,20.0,False,1125.0,37.0,True
